Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year Avg,Good Name,Good Unit,Source,Price Unit
1987,0.202,0.211,0.202,0.202,0.208,0.208,0.213,0.211,0.207,0.203,0.2,0.198,0.21,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1986,0.207,0.209,0.208,0.206,0.211,0.214,0.214,0.215,0.211,0.208,0.2,0.198,0.21,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1985,0.212,0.213,0.212,0.211,0.215,0.216,0.216,0.216,0.212,0.211,0.207,0.202,0.21,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1984,0.213,0.216,0.216,0.215,0.215,0.217,0.219,0.215,0.212,0.211,0.208,0.204,0.21,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1983,0.217,0.214,0.211,0.213,0.216,0.223,0.223,0.227,0.223,0.219,0.217,0.211,0.22,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1982,0.224,0.226,0.223,0.22,0.228,0.227,0.232,0.227,0.223,0.221,0.216,0.216,0.22,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1981,0.217,0.222,0.224,0.225,0.227,0.228,0.228,0.23,0.225,0.226,0.221,0.218,0.22,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1980,0.203,0.205,0.211,0.206,0.207,0.21,0.214,0.215,0.214,0.212,0.211,0.211,0.21,flour,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1979,,,,,,,,,,,,,0.19,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1978,,,,,,,,,,,,,0.17,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=528,dollar
1977,,,,,,,,,,,,,0.17,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=529,dollar
1976,,,,,,,,,,,,,0.19,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=530,dollar
1975,,,,,,,,,,,,,0.2,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=531,dollar
1974,,,,,,,,,,,,,0.21,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=532,dollar
1973,,,,,,,,,,,,,0.15,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=533,dollar
1972,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=534,dollar
1971,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=535,dollar
1970,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1969,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=234,dollar
1968,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=235,dollar
1967,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=236,dollar
1966,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=237,dollar
1965,,,,,,,,,,,,,0.12,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=238,dollar
1964,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=239,dollar
1963,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=240,dollar
1962,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=241,dollar
1961,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=242,dollar
1960,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=243,dollar
1959,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=244,dollar
1958,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=245,dollar
1957,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=246,dollar
1956,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=247,dollar
1955,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=248,dollar
1954,,,,,,,,,,,,,0.11,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=249,dollar
1953,,,,,,,,,,,,,0.1,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=250,dollar
1952,,,,,,,,,,,,,0.1,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=251,dollar
1951,,,,,,,,,,,,,0.1,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=252,dollar
1950,,,,,,,,,,,,,0.1,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=253,dollar
1949,,,,,,,,,,,,,0.1,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=254,dollar
1948,,,,,,,,,,,,,0.1,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=255,dollar
1947,,,,,,,,,,,,,0.1,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=256,dollar
1946,,,,,,,,,,,,,0.07,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=257,dollar
1945,,,,,,,,,,,,,0.06,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=258,dollar
1944,,,,,,,,,,,,,0.06,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=259,dollar
1943,,,,,,,,,,,,,0.06,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=260,dollar
1942,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=261,dollar
1941,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=262,dollar
1940,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=263,dollar
1939,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=264,dollar
1938,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=265,dollar
1937,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=266,dollar
1936,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=267,dollar
1935,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=268,dollar
1934,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=269,dollar
1933,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=270,dollar
1932,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=271,dollar
1931,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=272,dollar
1930,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=273,dollar
1929,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=274,dollar
1928,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=275,dollar
1927,,,,,,,,,,,,,0.06,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=276,dollar
1926,,,,,,,,,,,,,0.06,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=277,dollar
1925,,,,,,,,,,,,,0.06,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=278,dollar
1924,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=279,dollar
1923,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=280,dollar
1922,,,,,,,,,,,,,0.05,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=281,dollar
1921,,,,,,,,,,,,,0.06,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=282,dollar
1920,,,,,,,,,,,,,0.08,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=283,dollar
1919,,,,,,,,,,,,,0.07,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=284,dollar
1918,,,,,,,,,,,,,0.07,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=285,dollar
1917,,,,,,,,,,,,,0.07,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=286,dollar
1916,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=287,dollar
1915,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=288,dollar
1914,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=289,dollar
1913,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=290,dollar
1912,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=291,dollar
1911,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=292,dollar
1910,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=293,dollar
1909,,,,,,,,,,,,,0.04,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=294,dollar
1908,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=295,dollar
1907,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=296,dollar
1906,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=297,dollar
1905,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=298,dollar
1904,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=299,dollar
1903,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=300,dollar
1902,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=301,dollar
1901,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=302,dollar
1900,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=303,dollar
1899,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=304,dollar
1898,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=305,dollar
1897,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=306,dollar
1896,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=307,dollar
1895,,,,,,,,,,,,,0.02,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=308,dollar
1894,,,,,,,,,,,,,0.02,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=309,dollar
1893,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=310,dollar
1892,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=311,dollar
1891,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=312,dollar
1890,,,,,,,,,,,,,0.03,flour,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=313,dollar
