Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year Avg,Good Name,Good Unit,Source,Price Unit
2014,5.025,5.002,5.005,5.204,5.153,4.67,5.099,5.167,5.215,5.032,4.713,4.59,5,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2013,5.902,5.742,6.014,5.674,5.678,5.588,5.394,5.214,5.091,5.149,5.04,4.948,5.5,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2012,5.497,5.382,5.558,5.513,5.596,5.582,5.723,5.693,5.693,5.888,6.066,5.921,5.7,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2011,4.417,4.218,4.642,5.101,5.129,5.234,5.547,5.766,5.651,5.511,5.636,5.437,5.2,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2010,3.811,3.736,3.565,3.641,3.664,3.697,3.857,3.935,4.174,4.175,4.467,4.146,3.9,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2009,,,,,,,,,,,,3.669,3.7,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2007,3.288,3.456,3.475,3.437,3.308,3.407,3.529,3.497,,,3.607,3.685,3.5,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2006,3.232,3.174,3.301,3.292,3.349,3.158,3.154,3.196,3.173,3.138,3.158,3.113,3.2,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2005,3.049,2.94,3.009,3.24,3.329,3.416,3.334,3.482,3.376,3.447,3.293,3.235,3.3,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2004,2.892,2.856,2.932,2.908,2.831,2.75,2.878,2.878,2.874,2.84,2.778,2.776,2.8,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2003,2.999,2.924,2.933,3.008,2.937,2.931,2.944,2.921,2.919,2.825,2.779,2.875,2.9,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2002,2.936,2.946,2.859,2.976,3.011,2.938,2.977,2.929,2.921,2.872,2.882,2.838,2.9,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2001,3.224,3.217,3.205,3.128,3.097,3.156,3.097,3.046,3.025,3.015,2.988,2.913,3.1,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2000,3.54,3.677,3.633,3.584,3.531,3.431,3.446,3.444,3.339,3.317,3.243,3.212,3.4,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1999,3.435,3.428,3.476,3.466,3.495,3.421,3.42,3.428,3.393,3.482,3.337,3.347,3.4,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1998,4.025,3.973,4.033,3.959,3.878,3.786,3.771,3.704,3.62,3.503,3.482,3.446,3.8,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1997,3.3,3.316,3.512,3.894,4.109,4.428,4.628,4.669,4.617,4.392,4.303,4.161,4.1,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1996,3.577,3.59,3.55,3.527,3.444,3.438,3.38,3.39,3.333,3.344,3.283,3.307,3.4,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1995,4.398,4.234,4.108,4.084,4.067,4.059,4.027,4.051,3.996,3.865,3.814,3.752,4,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1994,2.53,2.529,2.515,2.516,2.535,2.598,3.341,4.48,4.458,4.45,4.482,4.382,3.4,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1993,2.352,2.452,2.462,2.477,2.514,2.533,2.548,2.5,2.493,2.415,2.433,2.48,2.5,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1992,2.668,2.688,2.631,2.612,2.66,2.625,2.645,2.613,2.537,2.492,2.391,2.364,2.6,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1991,2.945,2.971,2.894,2.924,2.879,2.866,2.805,2.724,2.692,2.706,2.673,2.625,2.8,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1990,2.917,2.965,2.891,2.885,2.938,2.977,3.054,3.027,3.025,3.03,2.945,2.941,3,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1989,2.964,3.052,3.039,3.115,3.163,3.167,3.225,3.171,3.098,3.038,2.903,2.937,3.1,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1988,2.635,2.665,2.634,2.699,2.729,2.735,2.784,2.834,2.84,2.855,2.892,2.925,2.8,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1987,3.192,3.087,2.96,2.865,2.777,2.737,2.709,2.636,2.654,2.67,2.581,2.553,2.8,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1986,2.737,3.554,3.74,3.706,3.655,3.646,3.594,3.462,3.315,3.269,3.268,3.247,3.4,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1985,2.585,2.594,2.621,2.603,2.606,2.614,2.59,2.564,2.563,2.573,2.549,2.505,2.6,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1984,2.495,2.546,2.546,2.549,2.567,2.598,2.609,2.606,2.617,2.616,2.594,2.593,2.6,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1983,2.528,2.519,2.478,2.466,2.459,2.47,2.454,2.451,2.438,2.432,2.454,2.437,2.5,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1982,2.475,2.552,2.564,2.585,2.567,2.527,2.502,2.515,2.517,2.5,2.481,2.501,2.5,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1981,2.777,2.595,2.557,2.562,2.538,2.517,2.512,2.492,2.46,2.451,2.408,2.457,2.5,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1980,3.208,3.258,3.248,3.209,3.2,3.181,3.233,3.23,3.159,3.053,2.913,2.818,3.1,coffee,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1979,,,,,,,,,,,,,3.245,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1978,,,,,,,,,,,,,3.39,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1977,,,,,,,,,,,,,3.47,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1976,,,,,,,,,,,,,1.87,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1975,,,,,,,,,,,,,1.33,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1974,,,,,,,,,,,,,1.23,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1973,,,,,,,,,,,,,1.04,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1972,,,,,,,,,,,,,0.92,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1971,,,,,,,,,,,,,0.93,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1970,,,,,,,,,,,,,0.91,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1969,,,,,,,,,,,,,0.77,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1968,,,,,,,,,,,,,0.76,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1967,,,,,,,,,,,,,0.77,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1966,,,,,,,,,,,,,0.82,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1965,,,,,,,,,,,,,0.83,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1964,,,,,,,,,,,,,0.82,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1963,,,,,,,,,,,,,0.69,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1962,,,,,,,,,,,,,0.71,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1961,,,,,,,,,,,,,0.74,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1960,,,,,,,,,,,,,0.75,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1959,,,,,,,,,,,,,0.78,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1958,,,,,,,,,,,,,0.91,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1957,,,,,,,,,,,,,1.02,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1956,,,,,,,,,,,,,1.03,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1955,,,,,,,,,,,,,0.93,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1954,,,,,,,,,,,,,1.11,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1953,,,,,,,,,,,,,0.89,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1952,,,,,,,,,,,,,0.87,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1951,,,,,,,,,,,,,0.87,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1950,,,,,,,,,,,,,0.79,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1949,,,,,,,,,,,,,0.55,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1948,,,,,,,,,,,,,0.51,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1947,,,,,,,,,,,,,0.47,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1946,,,,,,,,,,,,,0.34,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1945,,,,,,,,,,,,,0.31,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1944,,,,,,,,,,,,,0.3,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1943,,,,,,,,,,,,,0.3,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1942,,,,,,,,,,,,,0.28,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1941,,,,,,,,,,,,,0.24,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1940,,,,,,,,,,,,,0.21,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1939,,,,,,,,,,,,,0.22,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1938,,,,,,,,,,,,,0.23,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1937,,,,,,,,,,,,,0.26,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1936,,,,,,,,,,,,,0.24,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1935,,,,,,,,,,,,,0.26,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1934,,,,,,,,,,,,,0.27,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1933,,,,,,,,,,,,,0.26,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1932,,,,,,,,,,,,,0.29,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1931,,,,,,,,,,,,,0.33,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1930,,,,,,,,,,,,,0.4,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1929,,,,,,,,,,,,,0.48,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1928,,,,,,,,,,,,,0.48,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1927,,,,,,,,,,,,,0.47,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1926,,,,,,,,,,,,,0.5,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1925,,,,,,,,,,,,,0.5,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1924,,,,,,,,,,,,,0.43,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1923,,,,,,,,,,,,,0.37,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1922,,,,,,,,,,,,,0.36,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1921,,,,,,,,,,,,,0.36,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1920,,,,,,,,,,,,,0.47,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1919,,,,,,,,,,,,,0.43,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1918,,,,,,,,,,,,,0.31,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1917,,,,,,,,,,,,,0.3,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1916,,,,,,,,,,,,,0.3,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1915,,,,,,,,,,,,,0.3,coffee,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
