Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year Avg,Good Name,Good Unit,Source,Price Unit
2013,3.576,3.726,3.651,3.655,3.631,3.502,3.637,3.584,3.801,3.693,3.823,3.921,3.68,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2012,3.85,3.734,3.709,3.724,3.761,3.662,3.787,3.825,3.794,3.655,3.69,3.572,3.73,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2011,3.673,3.751,3.749,3.628,3.717,3.737,3.654,3.745,3.831,3.814,3.748,3.658,3.73,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2010,3.228,3.464,3.323,3.292,3.452,3.348,3.552,3.528,3.536,3.586,3.556,3.579,3.45,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2009,3.392,3.455,3.423,3.417,3.321,3.404,3.382,3.314,3.296,3.246,3.202,3.294,3.35,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2008,3.314,3.358,3.326,3.307,3.46,3.483,3.638,3.485,3.567,3.478,3.526,3.538,3.46,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2007,3.172,3.141,3.265,3.226,3.277,3.333,3.511,3.348,3.311,3.231,3.314,3.378,3.29,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2006,3.15,3.327,3.433,3.348,3.288,3.305,3.31,3.312,3.383,3.216,3.168,3.153,3.28,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2005,2.975,2.952,3.034,3.046,3.406,3.454,3.437,3.428,3.355,3.3,3.332,3.279,3.25,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2004,3.008,3.037,3.056,3.047,3.045,3.167,3.289,3.155,3.226,3.011,3.005,2.885,3.08,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2003,3.228,3.302,3.287,3.393,3.042,3.058,3.085,3.036,3.088,3.08,3.011,2.907,3.13,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2002,3.554,3.485,3.548,3.475,3.49,3.407,3.42,3.429,3.259,3.272,3.176,3.323,3.4,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2001,3.416,3.444,3.452,3.486,3.499,3.546,3.592,3.601,3.558,3.571,3.556,3.531,3.52,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2000,3.211,3.244,3.288,3.33,3.367,3.328,3.406,3.482,3.456,3.439,3.397,3.463,3.37,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1999,2.951,3.149,3.105,3.122,3.174,3.214,3.187,3.214,3.309,3.199,3.22,3.214,3.17,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1998,3.342,3.3,3.151,3.243,3.26,3.294,3.311,3.274,3.226,3.177,3.095,3.028,3.23,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1997,3.465,3.485,3.422,3.445,3.454,3.573,3.502,3.558,3.525,3.487,3.477,3.394,3.48,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1996,3.347,3.268,3.317,3.338,3.342,3.533,3.481,3.502,3.505,3.474,3.421,3.441,3.41,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1995,3.16,3.144,3.134,3.184,3.122,3.137,3.212,3.256,3.306,3.287,3.265,3.292,3.21,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1994,3.256,3.266,3.258,3.249,3.269,3.217,3.246,3.231,3.175,3.185,3.248,3.028,3.22,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1993,3.143,3.157,3.222,3.22,3.219,3.255,3.343,3.267,3.324,3.263,3.222,3.243,3.24,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1992,3.081,3.152,3.08,3.093,3.138,3.189,3.232,3.177,3.184,3.156,3.146,3.147,3.15,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1991,3.245,3.257,3.265,3.272,3.279,3.41,3.418,3.327,3.285,3.179,3.11,3.124,3.26,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1990,3.025,2.959,3.006,3.155,3.198,3.438,3.473,3.508,3.356,3.368,3.369,3.322,3.26,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1989,2.781,2.748,2.795,2.798,2.763,2.815,2.909,2.917,2.946,2.894,2.971,2.847,2.85,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1988,2.663,2.716,2.681,2.708,2.781,2.932,2.895,2.87,2.896,2.769,2.671,2.651,2.77,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1987,2.722,2.697,2.64,2.739,2.777,2.968,3.009,2.998,2.984,2.922,2.739,2.666,2.82,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1986,2.473,2.417,2.379,2.363,2.395,2.481,2.757,2.806,2.815,2.738,2.722,2.75,2.59,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1985,2.369,2.411,2.346,2.269,2.235,2.307,2.349,2.341,2.344,2.303,2.383,2.39,2.34,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1984,2.409,2.355,2.335,2.349,2.285,2.368,2.434,2.515,2.402,2.369,2.346,2.371,2.38,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1983,2.475,2.534,2.459,2.432,2.417,2.332,2.358,2.347,2.315,2.302,2.277,2.239,2.37,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1982,2.195,2.209,2.179,2.247,2.326,2.427,2.503,2.509,2.542,2.531,2.521,2.431,2.39,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1981,2.106,2.081,2.069,2.056,2.006,2.076,2.197,2.225,2.219,2.218,2.159,2.131,2.13,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1980,1.962,1.906,1.881,1.87,1.802,1.823,1.931,2.006,2.072,2.057,2.057,2.07,1.95,pork chop,$/lb,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1979,,,,,,,,,,,,,1.94,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1978,,,,,,,,,,,,,1.93,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1977,,,,,,,,,,,,,1.81,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1976,,,,,,,,,,,,,1.85,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1975,,,,,,,,,,,,,1.86,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1974,,,,,,,,,,,,,1.57,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1973,,,,,,,,,,,,,1.56,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1972,,,,,,,,,,,,,1.25,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1971,,,,,,,,,,,,,1.08,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1970,,,,,,,,,,,,,1.16,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1969,,,,,,,,,,,,,1.12,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1968,,,,,,,,,,,,,1.03,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1967,,,,,,,,,,,,,1,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1966,,,,,,,,,,,,,1.06,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1965,,,,,,,,,,,,,0.97,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1964,,,,,,,,,,,,,0.88,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1963,,,,,,,,,,,,,0.88,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1962,,,,,,,,,,,,,0.9,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1961,,,,,,,,,,,,,0.88,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1960,,,,,,,,,,,,,0.86,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1959,,,,,,,,,,,,,0.85,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1958,,,,,,,,,,,,,0.92,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1957,,,,,,,,,,,,,0.87,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1956,,,,,,,,,,,,,0.78,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1955,,,,,,,,,,,,,0.79,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1954,,,,,,,,,,,,,0.86,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1953,,,,,,,,,,,,,0.83,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1952,,,,,,,,,,,,,0.8,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1951,,,,,,,,,,,,,0.79,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1950,,,,,,,,,,,,,0.75,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1949,,,,,,,,,,,,,0.74,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1948,,,,,,,,,,,,,0.77,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1947,,,,,,,,,,,,,0.72,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1946,,,,,,,,,,,,,0.49,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1945,,,,,,,,,,,,,0.37,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1944,,,,,,,,,,,,,0.37,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1943,,,,,,,,,,,,,0.4,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1942,,,,,,,,,,,,,0.41,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1941,,,,,,,,,,,,,0.34,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1940,,,,,,,,,,,,,0.28,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1939,,,,,,,,,,,,,0.3,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1938,,,,,,,,,,,,,0.33,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1937,,,,,,,,,,,,,0.37,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1936,,,,,,,,,,,,,0.34,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1935,,,,,,,,,,,,,0.36,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1934,,,,,,,,,,,,,0.26,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1933,,,,,,,,,,,,,0.2,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1932,,,,,,,,,,,,,0.22,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1931,,,,,,,,,,,,,0.3,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1930,,,,,,,,,,,,,0.36,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1929,,,,,,,,,,,,,0.38,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1928,,,,,,,,,,,,,0.35,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1927,,,,,,,,,,,,,0.37,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1926,,,,,,,,,,,,,0.4,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1925,,,,,,,,,,,,,0.37,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1924,,,,,,,,,,,,,0.31,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1923,,,,,,,,,,,,,0.3,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1922,,,,,,,,,,,,,0.33,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1921,,,,,,,,,,,,,0.35,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1920,,,,,,,,,,,,,0.42,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1919,,,,,,,,,,,,,0.42,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1918,,,,,,,,,,,,,0.39,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1917,,,,,,,,,,,,,0.32,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1916,,,,,,,,,,,,,0.23,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1915,,,,,,,,,,,,,0.2,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1914,,,,,,,,,,,,,0.22,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1913,,,,,,,,,,,,,0.21,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1912,,,,,,,,,,,,,0.19,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1911,,,,,,,,,,,,,0.18,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1910,,,,,,,,,,,,,0.19,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1909,,,,,,,,,,,,,0.17,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1908,,,,,,,,,,,,,0.16,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1907,,,,,,,,,,,,,0.16,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1906,,,,,,,,,,,,,0.15,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1905,,,,,,,,,,,,,0.14,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1904,,,,,,,,,,,,,0.14,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1903,,,,,,,,,,,,,0.14,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1902,,,,,,,,,,,,,0.14,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1901,,,,,,,,,,,,,0.13,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1900,,,,,,,,,,,,,0.12,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1899,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1898,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1897,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1896,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1895,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1894,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1893,,,,,,,,,,,,,0.12,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1892,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1891,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1890,,,,,,,,,,,,,0.11,pork chop,$/lb,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
