Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year Avg,Good Name,Good Unit,Source,Price Unit
2007,1.549,1.746,1.634,1.616,1.504,1.373,1.502,1.634,1.825,1.771,1.862,2.099,1.68,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2006,1.449,1.328,1.302,1.283,1.206,1.242,1.213,1.244,1.254,1.257,1.354,1.543,1.31,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2005,1.211,1.284,1.132,1.164,1.185,1.139,1.165,1.166,1.279,1.264,1.279,1.35,1.22,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2004,1.573,1.583,1.625,1.562,1.372,1.311,1.253,1.277,1.145,1.089,1.085,1.199,1.34,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2003,1.175,1.189,1.209,1.131,1.009,1.199,1.15,1.277,1.257,1.33,1.448,1.559,1.24,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2002,0.973,0.996,1.003,1.047,0.997,0.975,0.99,1.053,1.055,1.039,1.08,1.176,1.03,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2001,1.011,0.943,0.886,1.028,0.881,0.92,0.862,0.929,0.916,0.916,0.935,0.925,0.93,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
2000,0.975,0.962,0.931,0.939,0.852,0.838,0.868,0.893,0.92,0.923,0.902,0.959,0.91,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1999,1.053,1.078,1.005,0.942,0.9,0.949,0.88,1.02,0.956,0.888,0.92,0.92,0.96,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1998,1.12,1.073,1.043,1.061,0.96,0.932,0.971,1.053,1.022,1.048,1.077,1.089,1.04,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1997,1.148,1.132,1.056,1.081,1.002,0.952,0.979,1.061,1.009,1.018,1.09,1.172,1.06,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1996,1.155,1.091,1.138,1.086,1.021,0.945,1.042,1.072,1.15,1.129,1.139,1.308,1.11,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1995,0.882,0.863,0.875,0.833,0.819,0.825,0.879,0.984,0.956,0.981,1.037,1.16,0.92,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1994,0.917,0.903,0.926,0.861,0.801,0.841,0.815,0.895,0.855,0.81,0.857,0.873,0.86,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1993,0.898,0.895,0.927,0.997,0.895,0.921,0.9,0.929,0.89,0.897,0.917,0.871,0.91,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1992,0.933,0.881,0.85,0.829,0.836,0.801,0.827,0.809,0.873,0.858,0.897,0.928,0.86,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1991,1.106,0.987,1.069,1.002,0.908,0.884,0.966,1.024,0.987,0.976,0.95,1.012,0.99,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1990,1.223,1.041,1.111,1.092,0.94,0.93,0.899,0.954,0.946,1.012,1.018,1.001,1.01,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1989,0.941,0.89,1.031,0.997,0.956,0.937,0.961,0.983,1.038,1.023,1.08,1.137,1,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1988,0.76,0.718,0.74,0.719,0.678,0.705,0.803,0.909,0.874,0.896,0.839,0.833,0.79,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1987,0.862,0.823,0.8,0.786,0.763,0.711,0.763,0.73,0.837,0.778,0.805,0.733,0.78,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1986,0.901,0.866,0.887,0.89,0.82,0.795,0.833,0.913,0.868,0.855,0.897,0.91,0.87,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1985,0.746,0.784,0.79,0.783,0.745,0.724,0.787,0.789,0.857,0.86,0.872,0.906,0.8,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1984,1.301,1.324,1.153,1.199,1.054,0.903,0.876,0.86,0.854,0.842,0.823,0.867,1,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1983,0.821,0.794,0.836,0.825,0.865,0.825,0.847,0.884,0.938,0.962,0.996,1.131,0.89,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1982,0.925,1.007,0.952,0.896,0.842,0.783,0.851,0.778,0.852,0.854,0.849,0.813,0.87,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1981,0.943,0.924,0.875,0.904,0.836,0.852,0.86,0.868,0.915,0.898,0.943,0.966,0.9,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1980,0.879,0.774,0.812,0.797,0.737,0.731,0.776,0.907,0.898,0.867,0.917,1.031,0.84,eggs,$/dozen,https://www.bls.gov/regions/mid-atlantic/data/AverageRetailFoodAndEnergyPrices_USandMidwest_Table.htm,dollar
1979,,,,,,,,,,,,,0.825,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=518,dollar
1978,,,,,,,,,,,,,0.81,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=519,dollar
1977,,,,,,,,,,,,,0.82,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=520,dollar
1976,,,,,,,,,,,,,0.84,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=521,dollar
1975,,,,,,,,,,,,,0.77,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=522,dollar
1974,,,,,,,,,,,,,0.78,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=523,dollar
1973,,,,,,,,,,,,,0.78,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=524,dollar
1972,,,,,,,,,,,,,0.52,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=525,dollar
1971,,,,,,,,,,,,,0.53,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=526,dollar
1970,,,,,,,,,,,,,0.61,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008856711&seq=527,dollar
1969,,,,,,,,,,,,,0.62,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=233,dollar
1968,,,,,,,,,,,,,0.53,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=234,dollar
1967,,,,,,,,,,,,,0.49,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=235,dollar
1966,,,,,,,,,,,,,0.6,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=236,dollar
1965,,,,,,,,,,,,,0.53,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=237,dollar
1964,,,,,,,,,,,,,0.54,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=238,dollar
1963,,,,,,,,,,,,,0.55,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=239,dollar
1962,,,,,,,,,,,,,0.54,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=240,dollar
1961,,,,,,,,,,,,,0.57,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=241,dollar
1960,,,,,,,,,,,,,0.57,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=242,dollar
1959,,,,,,,,,,,,,0.53,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=243,dollar
1958,,,,,,,,,,,,,0.6,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=244,dollar
1957,,,,,,,,,,,,,0.57,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=245,dollar
1956,,,,,,,,,,,,,0.6,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=246,dollar
1955,,,,,,,,,,,,,0.61,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=247,dollar
1954,,,,,,,,,,,,,0.59,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=248,dollar
1953,,,,,,,,,,,,,0.7,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=249,dollar
1952,,,,,,,,,,,,,0.67,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=250,dollar
1951,,,,,,,,,,,,,0.74,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=251,dollar
1950,,,,,,,,,,,,,0.6,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=252,dollar
1949,,,,,,,,,,,,,0.7,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=253,dollar
1948,,,,,,,,,,,,,0.72,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=254,dollar
1947,,,,,,,,,,,,,0.7,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=255,dollar
1946,,,,,,,,,,,,,0.59,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=256,dollar
1945,,,,,,,,,,,,,0.58,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=257,dollar
1944,,,,,,,,,,,,,0.55,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=258,dollar
1943,,,,,,,,,,,,,0.57,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=259,dollar
1942,,,,,,,,,,,,,0.48,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=260,dollar
1941,,,,,,,,,,,,,0.4,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=261,dollar
1940,,,,,,,,,,,,,0.33,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=262,dollar
1939,,,,,,,,,,,,,0.32,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=263,dollar
1938,,,,,,,,,,,,,0.36,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=264,dollar
1937,,,,,,,,,,,,,0.36,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=265,dollar
1936,,,,,,,,,,,,,0.37,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=266,dollar
1935,,,,,,,,,,,,,0.38,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=267,dollar
1934,,,,,,,,,,,,,0.33,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=268,dollar
1933,,,,,,,,,,,,,0.29,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=269,dollar
1932,,,,,,,,,,,,,0.3,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=270,dollar
1931,,,,,,,,,,,,,0.35,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=271,dollar
1930,,,,,,,,,,,,,0.45,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=272,dollar
1929,,,,,,,,,,,,,0.53,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=273,dollar
1928,,,,,,,,,,,,,0.5,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=274,dollar
1927,,,,,,,,,,,,,0.49,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=275,dollar
1926,,,,,,,,,,,,,0.52,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=276,dollar
1925,,,,,,,,,,,,,0.55,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=277,dollar
1924,,,,,,,,,,,,,0.51,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=278,dollar
1923,,,,,,,,,,,,,0.5,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=279,dollar
1922,,,,,,,,,,,,,0.44,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=280,dollar
1921,,,,,,,,,,,,,0.51,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=281,dollar
1920,,,,,,,,,,,,,0.68,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=282,dollar
1919,,,,,,,,,,,,,0.63,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=283,dollar
1918,,,,,,,,,,,,,0.57,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=284,dollar
1917,,,,,,,,,,,,,0.48,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=285,dollar
1916,,,,,,,,,,,,,0.38,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=286,dollar
1915,,,,,,,,,,,,,0.34,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=287,dollar
1914,,,,,,,,,,,,,0.35,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=288,dollar
1913,,,,,,,,,,,,,0.35,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=289,dollar
1912,,,,,,,,,,,,,0.34,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=290,dollar
1911,,,,,,,,,,,,,0.32,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=291,dollar
1910,,,,,,,,,,,,,0.34,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=292,dollar
1909,,,,,,,,,,,,,0.32,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=293,dollar
1908,,,,,,,,,,,,,0.3,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=294,dollar
1907,,,,,,,,,,,,,0.29,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=295,dollar
1906,,,,,,,,,,,,,0.28,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=296,dollar
1905,,,,,,,,,,,,,0.27,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=297,dollar
1904,,,,,,,,,,,,,0.27,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=298,dollar
1903,,,,,,,,,,,,,0.26,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=299,dollar
1902,,,,,,,,,,,,,0.25,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=300,dollar
1901,,,,,,,,,,,,,0.22,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=301,dollar
1900,,,,,,,,,,,,,0.21,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=302,dollar
1899,,,,,,,,,,,,,0.21,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=303,dollar
1898,,,,,,,,,,,,,0.2,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=304,dollar
1897,,,,,,,,,,,,,0.19,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=305,dollar
1896,,,,,,,,,,,,,0.19,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=306,dollar
1895,,,,,,,,,,,,,0.21,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=307,dollar
1894,,,,,,,,,,,,,0.2,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=308,dollar
1893,,,,,,,,,,,,,0.22,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=309,dollar
1892,,,,,,,,,,,,,0.22,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=310,dollar
1891,,,,,,,,,,,,,0.22,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=311,dollar
1890,,,,,,,,,,,,,0.21,eggs,$/dozen,https://babel.hathitrust.org/cgi/pt?id=umn.31951000014585x&seq=312,dollar
